match_id,friendly_picks,enemy_picks,bans,win_rate
8411,"[24, 21, 1, 18, 7]","[30, 17, 26, 8, 29]","[28, 3, 23, 22, 12, 20]",0.6337
8412,"[2, 21, 22, 30, 12]","[26, 5, 29, 20, 3]","[1, 7, 9, 6, 23, 27]",0.574
8413,"[24, 9, 10, 13, 29]","[27, 3, 19, 28, 16]","[12, 30, 4, 8, 21, 17]",0.5652
8414,"[25, 16, 28, 5, 11]","[4, 20, 7, 1, 10]","[12, 18, 26, 13, 2, 19]",0.661
8415,"[16, 29, 27, 25, 22]","[18, 21, 28, 8, 2]","[13, 30, 6, 24, 15, 17]",0.6609
8416,"[24, 14, 17, 7, 8]","[6, 15, 27, 21, 5]","[19, 29, 3, 2, 13, 16]",0.597
8417,"[1, 4, 27, 2, 14]","[23, 25, 15, 8, 30]","[18, 11, 26, 9, 13, 12]",0.6628
8418,"[15, 30, 24, 6, 4]","[26, 2, 14, 27, 29]","[13, 22, 11, 28, 7, 25]",0.7122
8419,"[11, 10, 8, 22, 9]","[7, 6, 25, 30, 12]","[15, 18, 14, 28, 24, 3]",0.5372
8420,"[28, 8, 30, 12, 19]","[1, 2, 11, 23, 14]","[22, 18, 10, 20, 25, 29]",0.6142
8421,"[6, 26, 13, 4, 8]","[11, 22, 12, 27, 3]","[30, 24, 19, 21, 18, 28]",0.6241
8422,"[25, 1, 15, 10, 9]","[8, 16, 6, 20, 27]","[28, 26, 18, 22, 3, 29]",0.5973
8423,"[4, 16, 9, 21, 15]","[17, 11, 30, 7, 28]","[26, 1, 13, 5, 22, 24]",0.7075
8424,"[12, 16, 6, 5, 17]","[30, 21, 4, 2, 24]","[7, 11, 27, 13, 14, 1]",0.5745
8425,"[1, 22, 8, 27, 17]","[6, 29, 9, 14, 16]","[12, 13, 5, 28, 25, 23]",0.681
8426,"[2, 14, 27, 15, 26]","[29, 8, 1, 22, 25]","[17, 6, 4, 13, 23, 28]",0.5754
8427,"[3, 18, 13, 15, 2]","[24, 26, 30, 17, 9]","[21, 10, 20, 19, 11, 12]",0.5455
8428,"[28, 17, 25, 23, 4]","[8, 12, 5, 20, 21]","[18, 15, 13, 2, 11, 22]",0.5887
8429,"[15, 7, 12, 1, 16]","[3, 27, 14, 25, 17]","[20, 11, 9, 30, 23, 29]",0.6779
8430,"[15, 23, 20, 19, 6]","[21, 17, 7, 26, 12]","[11, 29, 3, 2, 27, 1]",0.5735
8431,"[26, 10, 28, 13, 4]","[30, 21, 15, 29, 24]","[17, 12, 23, 16, 1, 2]",0.5498
8432,"[10, 21, 8, 9, 18]","[25, 24, 15, 3, 14]","[4, 26, 16, 28, 17, 30]",0.6028
8433,"[22, 26, 1, 3, 7]","[14, 20, 16, 28, 9]","[25, 11, 12, 8, 19, 17]",0.5647
8434,"[4, 22, 12, 9, 13]","[1, 28, 18, 20, 26]","[21, 25, 14, 6, 8, 3]",0.6562
8435,"[10, 26, 25, 27, 30]","[1, 24, 3, 14, 8]","[4, 12, 15, 5, 18, 28]",0.5779
8436,"[15, 8, 23, 11, 3]","[26, 22, 20, 27, 14]","[9, 1, 16, 24, 21, 12]",0.6117
8437,"[2, 13, 25, 29, 4]","[3, 5, 26, 8, 9]","[21, 10, 17, 22, 12, 20]",0.6772
8438,"[22, 1, 2, 16, 6]","[26, 25, 28, 8, 19]","[14, 13, 4, 7, 12, 10]",0.6337
8439,"[4, 30, 14, 18, 15]","[12, 2, 11, 3, 16]","[6, 21, 24, 19, 7, 25]",0.6899
8440,"[8, 14, 12, 22, 6]","[15, 7, 4, 24, 11]","[27, 1, 5, 2, 16, 10]",0.5281
8441,"[23, 25, 26, 5, 18]","[1, 10, 4, 16, 24]","[7, 8, 13, 15, 20, 30]",0.5355
8442,"[15, 28, 22, 1, 24]","[25, 21, 8, 5, 3]","[27, 29, 7, 18, 11, 6]",0.5284
8443,"[2, 11, 23, 5, 10]","[25, 24, 21, 29, 12]","[4, 19, 18, 22, 8, 16]",0.5851
8444,"[3, 21, 7, 25, 15]","[2, 10, 19, 4, 13]","[23, 29, 16, 24, 11, 27]",0.6418
8445,"[15, 24, 8, 11, 9]","[5, 4, 22, 20, 3]","[17, 1, 14, 18, 16, 12]",0.6717
8446,"[3, 20, 5, 25, 17]","[8, 1, 27, 18, 6]","[29, 2, 23, 15, 11, 9]",0.5701
8447,"[26, 18, 17, 5, 7]","[15, 1, 23, 13, 21]","[8, 11, 16, 29, 3, 12]",0.5904
8448,"[6, 18, 23, 8, 3]","[11, 15, 10, 19, 28]","[25, 16, 13, 14, 2, 22]",0.608
8449,"[12, 27, 28, 2, 30]","[19, 15, 3, 11, 1]","[14, 18, 16, 13, 24, 7]",0.6322
8450,"[18, 5, 8, 30, 9]","[24, 17, 6, 2, 4]","[7, 11, 25, 27, 3, 29]",0.5678
8451,"[4, 29, 30, 24, 5]","[9, 11, 15, 1, 27]","[12, 6, 28, 17, 22, 19]",0.5077
8452,"[1, 11, 28, 9, 13]","[15, 12, 8, 7, 18]","[24, 23, 20, 26, 10, 19]",0.6742
8453,"[4, 19, 12, 5, 30]","[28, 1, 15, 24, 16]","[20, 7, 13, 11, 10, 23]",0.5344
8454,"[30, 28, 3, 11, 1]","[21, 7, 12, 6, 16]","[20, 23, 2, 17, 9, 5]",0.6438
8455,"[13, 8, 16, 29, 18]","[26, 2, 25, 14, 23]","[10, 17, 27, 9, 4, 11]",0.6246
8456,"[6, 12, 3, 26, 22]","[15, 24, 1, 16, 14]","[21, 28, 20, 29, 9, 7]",0.5773
8457,"[18, 12, 25, 21, 11]","[14, 20, 7, 6, 13]","[2, 15, 4, 19, 22, 26]",0.6919
8458,"[30, 25, 2, 19, 6]","[23, 8, 1, 3, 15]","[21, 11, 13, 7, 18, 20]",0.7203
8459,"[22, 19, 3, 24, 6]","[5, 25, 15, 8, 16]","[20, 29, 21, 17, 2, 9]",0.5954
8460,"[3, 2, 20, 30, 6]","[8, 15, 13, 1, 22]","[12, 19, 14, 5, 24, 23]",0.6327
8461,"[9, 22, 25, 4, 21]","[7, 11, 19, 12, 14]","[13, 20, 17, 1, 24, 29]",0.6396
8462,"[7, 19, 13, 2, 6]","[14, 17, 1, 30, 11]","[24, 20, 28, 22, 27, 10]",0.6474
8463,"[28, 1, 27, 29, 22]","[17, 11, 8, 10, 19]","[15, 2, 12, 6, 4, 26]",0.5916
8464,"[13, 6, 26, 16, 20]","[17, 5, 11, 8, 4]","[9, 28, 22, 25, 1, 23]",0.7114
8465,"[4, 8, 11, 22, 6]","[13, 30, 21, 19, 16]","[24, 9, 26, 10, 3, 27]",0.6804
8466,"[24, 17, 20, 13, 22]","[19, 29, 30, 5, 7]","[14, 2, 16, 11, 12, 8]",0.6769
8467,"[25, 28, 10, 3, 1]","[4, 19, 7, 27, 17]","[20, 30, 13, 15, 11, 24]",0.6742
8468,"[23, 6, 13, 15, 16]","[12, 9, 30, 26, 3]","[14, 11, 10, 25, 19, 20]",0.6986
8469,"[24, 29, 17, 5, 19]","[21, 10, 22, 8, 1]","[6, 27, 18, 9, 7, 3]",0.5756
8470,"[23, 11, 24, 19, 15]","[18, 7, 29, 22, 21]","[25, 12, 20, 26, 28, 13]",0.6356
8471,"[16, 17, 29, 8, 1]","[19, 30, 28, 3, 12]","[26, 6, 2, 4, 15, 27]",0.6832
8472,"[2, 27, 30, 21, 28]","[25, 4, 20, 5, 17]","[29, 15, 7, 24, 6, 10]",0.6613
8473,"[29, 4, 9, 25, 2]","[30, 20, 16, 17, 28]","[21, 14, 8, 13, 15, 11]",0.6052
8474,"[10, 13, 17, 14, 15]","[12, 29, 23, 25, 18]","[1, 20, 5, 24, 27, 6]",0.671
8475,"[8, 4, 29, 27, 23]","[3, 14, 24, 6, 28]","[11, 25, 16, 12, 22, 7]",0.6111
8476,"[6, 27, 3, 7, 10]","[28, 11, 22, 26, 24]","[23, 4, 12, 8, 19, 5]",0.5771
8477,"[25, 12, 24, 19, 26]","[10, 2, 5, 30, 3]","[7, 11, 22, 20, 18, 29]",0.5811
8478,"[20, 27, 8, 25, 17]","[30, 21, 23, 4, 13]","[16, 2, 12, 19, 5, 24]",0.5484
8479,"[5, 7, 6, 13, 30]","[21, 9, 2, 27, 23]","[8, 22, 28, 24, 3, 10]",0.6054
8480,"[12, 25, 15, 9, 26]","[11, 21, 29, 1, 16]","[20, 19, 17, 14, 5, 13]",0.6276
8481,"[14, 25, 26, 24, 8]","[7, 11, 17, 28, 12]","[6, 13, 2, 10, 9, 16]",0.6788
8482,"[15, 22, 5, 19, 30]","[28, 21, 16, 14, 17]","[1, 6, 24, 8, 13, 4]",0.7012
8483,"[4, 29, 1, 20, 10]","[18, 2, 26, 5, 8]","[24, 25, 28, 19, 3, 11]",0.6828
8484,"[22, 16, 2, 18, 3]","[7, 8, 28, 12, 10]","[9, 25, 24, 29, 1, 13]",0.6037
8485,"[2, 26, 23, 5, 20]","[30, 19, 27, 22, 24]","[4, 25, 28, 29, 21, 1]",0.587
8486,"[26, 13, 17, 20, 24]","[22, 3, 27, 19, 6]","[7, 11, 12, 25, 9, 5]",0.605
8487,"[20, 19, 26, 8, 23]","[1, 22, 11, 6, 21]","[16, 17, 13, 15, 14, 30]",0.661
8488,"[28, 11, 10, 16, 30]","[2, 19, 15, 9, 3]","[22, 26, 6, 8, 23, 7]",0.6282
8489,"[2, 16, 1, 10, 28]","[8, 6, 14, 22, 4]","[3, 24, 25, 29, 12, 17]",0.6752
8490,"[14, 27, 29, 6, 23]","[21, 18, 2, 19, 28]","[9, 24, 15, 5, 30, 11]",0.6858
8491,"[21, 14, 20, 4, 12]","[15, 29, 23, 10, 3]","[11, 2, 18, 27, 8, 19]",0.6172
8492,"[29, 5, 13, 11, 10]","[4, 8, 22, 25, 14]","[27, 30, 17, 7, 19, 15]",0.5686
8493,"[4, 8, 2, 7, 10]","[1, 29, 20, 3, 6]","[15, 27, 26, 17, 12, 14]",0.5153
8494,"[21, 17, 22, 28, 18]","[2, 1, 29, 12, 6]","[8, 25, 14, 5, 19, 20]",0.7041
8495,"[2, 25, 3, 23, 7]","[13, 15, 18, 6, 1]","[30, 27, 29, 8, 21, 4]",0.6145
8496,"[21, 12, 22, 27, 20]","[7, 2, 29, 14, 23]","[5, 11, 1, 28, 24, 8]",0.6484
8497,"[29, 24, 25, 30, 21]","[26, 23, 15, 11, 16]","[3, 14, 22, 13, 4, 2]",0.577
8498,"[11, 7, 10, 1, 5]","[23, 4, 19, 30, 27]","[29, 17, 16, 24, 21, 25]",0.5569
8499,"[26, 20, 9, 28, 25]","[12, 27, 4, 24, 13]","[7, 29, 6, 3, 14, 22]",0.6425
8500,"[7, 5, 22, 15, 11]","[23, 30, 29, 19, 16]","[27, 2, 14, 6, 24, 12]",0.6081
8501,"[28, 27, 10, 4, 2]","[26, 12, 1, 3, 11]","[18, 8, 5, 17, 23, 24]",0.5733
8502,"[6, 19, 25, 9, 3]","[28, 4, 21, 13, 16]","[1, 17, 7, 15, 2, 26]",0.7252
8503,"[8, 3, 12, 11, 23]","[14, 1, 22, 27, 25]","[24, 29, 26, 15, 21, 18]",0.671
8504,"[23, 30, 29, 18, 3]","[21, 11, 13, 7, 28]","[14, 17, 26, 19, 22, 6]",0.5904
8505,"[21, 11, 14, 4, 7]","[3, 25, 13, 23, 18]","[30, 20, 6, 19, 5, 10]",0.6934
8506,"[22, 12, 2, 9, 5]","[24, 21, 8, 11, 19]","[7, 27, 20, 14, 3, 4]",0.4959
8507,"[29, 7, 3, 16, 1]","[8, 9, 30, 28, 6]","[2, 12, 25, 17, 4, 15]",0.7139
8508,"[25, 3, 20, 21, 27]","[12, 10, 4, 9, 17]","[14, 13, 8, 22, 18, 24]",0.6087
8509,"[3, 10, 24, 4, 22]","[15, 11, 5, 18, 12]","[21, 27, 13, 7, 16, 19]",0.537
8510,"[25, 3, 13, 27, 6]","[1, 24, 15, 21, 5]","[23, 7, 11, 26, 10, 17]",0.5493
8511,"[9, 13, 22, 27, 21]","[18, 11, 4, 12, 30]","[5, 26, 14, 24, 1, 16]",0.625
8512,"[8, 24, 9, 3, 23]","[15, 4, 2, 1, 6]","[18, 22, 14, 7, 27, 16]",0.6875
8513,"[24, 29, 25, 26, 28]","[10, 7, 13, 4, 16]","[5, 15, 2, 1, 23, 27]",0.6571
8514,"[4, 9, 18, 17, 7]","[16, 8, 26, 2, 1]","[27, 3, 24, 12, 10, 23]",0.6851
8515,"[12, 17, 14, 2, 22]","[1, 9, 16, 21, 5]","[6, 25, 29, 18, 27, 23]",0.734
8516,"[29, 11, 5, 17, 3]","[8, 16, 6, 12, 15]","[22, 20, 28, 21, 30, 14]",0.5994
8517,"[10, 17, 6, 19, 5]","[1, 9, 3, 27, 23]","[29, 16, 28, 24, 13, 15]",0.5956
8518,"[30, 27, 11, 18, 22]","[20, 3, 2, 29, 14]","[13, 1, 16, 4, 17, 26]",0.6447
8519,"[2, 18, 15, 17, 14]","[28, 10, 4, 16, 13]","[9, 19, 1, 11, 20, 5]",0.6444
8520,"[13, 18, 7, 12, 3]","[30, 27, 24, 22, 6]","[17, 21, 2, 26, 20, 10]",0.5404
8521,"[26, 27, 30, 1, 13]","[19, 4, 3, 20, 18]","[2, 6, 23, 28, 14, 16]",0.6593
8522,"[21, 6, 2, 28, 8]","[27, 30, 19, 9, 25]","[17, 22, 26, 1, 4, 16]",0.5895
8523,"[20, 9, 15, 12, 11]","[27, 19, 1, 21, 6]","[4, 23, 2, 25, 5, 7]",0.5592
8524,"[9, 3, 16, 24, 1]","[13, 28, 18, 30, 29]","[20, 6, 11, 7, 19, 25]",0.5337
8525,"[10, 28, 19, 23, 18]","[14, 20, 26, 5, 11]","[4, 30, 7, 21, 2, 6]",0.699
8526,"[22, 24, 10, 2, 15]","[1, 17, 9, 28, 11]","[26, 27, 29, 6, 16, 25]",0.6905
8527,"[4, 12, 6, 28, 11]","[18, 15, 17, 14, 8]","[27, 3, 25, 2, 10, 19]",0.5673
8528,"[6, 26, 21, 18, 8]","[11, 2, 22, 24, 27]","[15, 5, 17, 13, 20, 14]",0.7396
8529,"[29, 7, 19, 3, 22]","[2, 9, 8, 14, 13]","[21, 24, 15, 11, 5, 25]",0.6771
8530,"[4, 2, 21, 14, 7]","[10, 20, 1, 26, 15]","[17, 23, 6, 28, 3, 9]",0.6434
8531,"[20, 1, 11, 6, 17]","[15, 24, 2, 4, 13]","[12, 8, 29, 3, 10, 23]",0.6281
8532,"[2, 22, 18, 10, 4]","[29, 25, 1, 20, 6]","[11, 21, 19, 8, 7, 13]",0.6049
8533,"[15, 19, 13, 20, 18]","[3, 30, 7, 4, 9]","[6, 29, 24, 2, 27, 11]",0.5552
8534,"[20, 6, 30, 27, 23]","[3, 7, 19, 2, 14]","[13, 5, 4, 1, 28, 8]",0.5904
8535,"[30, 13, 9, 23, 15]","[28, 7, 22, 17, 29]","[20, 4, 1, 27, 26, 2]",0.528
8536,"[1, 16, 18, 19, 29]","[11, 13, 26, 3, 2]","[14, 23, 27, 10, 15, 28]",0.5217
8537,"[13, 28, 19, 10, 17]","[9, 29, 30, 18, 22]","[11, 27, 26, 16, 12, 7]",0.6499
8538,"[27, 23, 4, 29, 11]","[15, 14, 16, 20, 26]","[28, 5, 24, 21, 8, 22]",0.5472
8539,"[10, 16, 21, 3, 13]","[28, 14, 11, 23, 15]","[2, 29, 9, 1, 20, 12]",0.6884
8540,"[18, 24, 17, 2, 21]","[1, 22, 20, 19, 8]","[11, 25, 5, 14, 10, 7]",0.541
8541,"[6, 23, 3, 21, 17]","[25, 18, 30, 2, 12]","[16, 13, 29, 24, 8, 22]",0.6226
8542,"[19, 13, 3, 17, 12]","[10, 15, 7, 28, 24]","[30, 16, 4, 20, 29, 22]",0.6662
8543,"[18, 12, 23, 7, 20]","[5, 10, 6, 28, 14]","[22, 8, 29, 30, 19, 25]",0.6524
8544,"[17, 23, 4, 7, 14]","[3, 10, 18, 9, 19]","[20, 26, 28, 21, 1, 5]",0.6746
8545,"[9, 6, 25, 15, 27]","[19, 29, 23, 22, 17]","[24, 10, 28, 1, 26, 7]",0.5786
8546,"[20, 18, 29, 12, 22]","[26, 5, 1, 28, 23]","[19, 3, 16, 17, 4, 25]",0.5452
8547,"[27, 7, 9, 28, 29]","[12, 8, 2, 18, 10]","[17, 25, 26, 30, 23, 5]",0.5777
8548,"[8, 21, 6, 11, 18]","[12, 16, 15, 22, 26]","[7, 9, 10, 20, 30, 1]",0.7504
8549,"[6, 14, 28, 19, 30]","[10, 17, 21, 16, 26]","[22, 3, 1, 11, 25, 24]",0.577
8550,"[24, 22, 28, 29, 27]","[23, 19, 21, 5, 13]","[16, 11, 9, 6, 7, 30]",0.6299
8551,"[25, 3, 17, 15, 28]","[30, 5, 19, 14, 20]","[1, 11, 24, 10, 2, 22]",0.6855
8552,"[12, 27, 21, 9, 11]","[14, 1, 23, 20, 26]","[3, 17, 10, 22, 2, 8]",0.5514
8553,"[24, 25, 27, 7, 21]","[23, 8, 13, 14, 29]","[22, 3, 12, 9, 2, 6]",0.5383
8554,"[23, 1, 10, 15, 19]","[8, 26, 16, 2, 18]","[4, 12, 21, 22, 11, 5]",0.6625
8555,"[17, 18, 7, 20, 23]","[5, 30, 1, 6, 13]","[11, 14, 22, 21, 19, 26]",0.5212
8556,"[30, 21, 25, 11, 20]","[26, 24, 16, 28, 29]","[9, 22, 6, 2, 13, 17]",0.5789
8557,"[15, 29, 16, 3, 8]","[6, 18, 27, 7, 30]","[9, 14, 23, 24, 12, 21]",0.6491
8558,"[23, 11, 17, 9, 21]","[1, 22, 10, 27, 15]","[16, 29, 5, 25, 30, 18]",0.5605
8559,"[25, 10, 23, 2, 13]","[17, 8, 7, 15, 3]","[29, 9, 19, 30, 22, 11]",0.5476
8560,"[22, 6, 4, 8, 10]","[16, 19, 12, 5, 20]","[1, 26, 18, 17, 28, 21]",0.5727
8561,"[12, 22, 1, 3, 9]","[11, 23, 4, 15, 16]","[20, 5, 8, 10, 25, 30]",0.518
8562,"[26, 5, 20, 17, 16]","[22, 25, 15, 3, 28]","[19, 13, 30, 23, 6, 11]",0.5629
8563,"[22, 14, 28, 16, 3]","[8, 4, 11, 12, 20]","[30, 9, 1, 7, 6, 19]",0.6371
8564,"[21, 26, 18, 2, 28]","[19, 3, 4, 22, 29]","[10, 1, 16, 25, 13, 30]",0.6164
8565,"[8, 2, 23, 22, 26]","[13, 5, 19, 6, 25]","[10, 20, 18, 21, 9, 15]",0.5906
8566,"[4, 24, 2, 9, 29]","[22, 10, 28, 13, 20]","[25, 18, 27, 26, 17, 3]",0.5783
8567,"[2, 20, 12, 29, 7]","[17, 6, 11, 24, 19]","[21, 25, 15, 26, 23, 8]",0.6769
8568,"[2, 27, 18, 21, 29]","[7, 12, 8, 17, 5]","[22, 30, 20, 9, 6, 15]",0.6809
8569,"[4, 2, 28, 10, 17]","[13, 1, 6, 3, 12]","[8, 25, 30, 16, 19, 22]",0.5224
8570,"[14, 30, 7, 17, 11]","[12, 3, 2, 10, 19]","[21, 20, 15, 25, 28, 5]",0.6772
8571,"[4, 17, 19, 22, 16]","[1, 21, 2, 6, 12]","[13, 9, 3, 27, 18, 15]",0.6719
8572,"[18, 4, 30, 8, 21]","[14, 13, 28, 17, 6]","[7, 5, 20, 25, 10, 11]",0.6265
8573,"[21, 19, 12, 22, 10]","[25, 29, 3, 14, 7]","[17, 1, 2, 16, 28, 20]",0.572
8574,"[11, 10, 21, 15, 24]","[18, 26, 8, 22, 19]","[14, 2, 6, 28, 25, 27]",0.5691
8575,"[16, 17, 7, 9, 12]","[8, 19, 13, 20, 3]","[1, 15, 18, 21, 29, 24]",0.6836
8576,"[29, 10, 25, 20, 24]","[6, 4, 8, 19, 2]","[13, 27, 23, 3, 7, 28]",0.561
8577,"[7, 23, 12, 11, 5]","[19, 6, 27, 17, 8]","[16, 13, 4, 24, 25, 21]",0.5412
8578,"[18, 2, 6, 30, 16]","[11, 19, 4, 26, 20]","[15, 17, 28, 12, 14, 23]",0.6284
8579,"[21, 15, 19, 8, 2]","[7, 29, 26, 3, 11]","[25, 23, 12, 16, 24, 10]",0.5324
8580,"[24, 8, 1, 20, 15]","[17, 4, 25, 10, 11]","[3, 30, 7, 16, 29, 12]",0.6013
8581,"[13, 8, 19, 14, 25]","[5, 11, 2, 28, 17]","[1, 15, 24, 30, 16, 22]",0.7325
8582,"[22, 13, 6, 30, 4]","[9, 10, 12, 1, 2]","[17, 28, 16, 3, 29, 26]",0.608
8583,"[6, 16, 11, 2, 15]","[12, 30, 19, 29, 21]","[3, 23, 27, 7, 22, 9]",0.5846
8584,"[27, 1, 4, 28, 26]","[10, 30, 6, 20, 8]","[17, 14, 11, 25, 21, 9]",0.4945
8585,"[5, 25, 28, 4, 6]","[23, 15, 27, 12, 22]","[13, 11, 18, 9, 19, 10]",0.5253
8586,"[13, 27, 2, 17, 1]","[22, 24, 3, 9, 14]","[16, 26, 12, 19, 29, 6]",0.6792
8587,"[28, 14, 13, 7, 8]","[9, 20, 5, 29, 26]","[27, 25, 24, 11, 12, 2]",0.6716
8588,"[17, 23, 4, 8, 21]","[27, 11, 24, 25, 29]","[1, 22, 28, 18, 10, 13]",0.5646
8589,"[11, 18, 17, 13, 22]","[27, 3, 20, 5, 8]","[6, 9, 14, 28, 1, 12]",0.5313
8590,"[29, 12, 26, 13, 25]","[8, 2, 17, 24, 19]","[9, 5, 20, 4, 28, 21]",0.7013
8591,"[19, 1, 16, 4, 13]","[15, 5, 11, 17, 7]","[21, 18, 8, 22, 14, 27]",0.54
8592,"[12, 2, 22, 27, 19]","[15, 11, 5, 30, 8]","[7, 20, 21, 16, 4, 10]",0.5329
8593,"[20, 6, 7, 14, 29]","[4, 5, 13, 10, 30]","[1, 23, 16, 9, 22, 25]",0.649
8594,"[5, 28, 26, 20, 24]","[17, 19, 30, 2, 8]","[11, 29, 4, 23, 14, 13]",0.5556
8595,"[19, 30, 20, 17, 11]","[14, 9, 6, 4, 28]","[8, 25, 1, 10, 22, 3]",0.6941
8596,"[4, 27, 3, 26, 25]","[12, 2, 18, 8, 5]","[11, 20, 28, 17, 23, 21]",0.6082
8597,"[8, 18, 30, 2, 22]","[17, 12, 5, 20, 24]","[6, 15, 29, 7, 28, 19]",0.5628
8598,"[25, 27, 18, 15, 4]","[29, 28, 24, 21, 2]","[10, 3, 22, 26, 13, 8]",0.5646
8599,"[22, 2, 19, 24, 13]","[14, 1, 3, 18, 6]","[28, 12, 15, 7, 9, 17]",0.5499
8600,"[17, 7, 1, 2, 6]","[12, 14, 23, 29, 30]","[5, 3, 20, 25, 27, 16]",0.5182
8601,"[12, 26, 16, 11, 23]","[9, 20, 18, 8, 27]","[1, 28, 21, 13, 19, 2]",0.6721
8602,"[6, 16, 25, 8, 3]","[4, 20, 10, 9, 17]","[15, 24, 18, 2, 28, 7]",0.6169
8603,"[12, 23, 24, 29, 9]","[3, 7, 1, 18, 8]","[6, 27, 17, 21, 2, 15]",0.6161
8604,"[6, 11, 1, 24, 13]","[15, 23, 19, 12, 26]","[7, 5, 22, 9, 8, 29]",0.6553
8605,"[8, 5, 13, 19, 15]","[17, 27, 29, 28, 16]","[10, 11, 14, 26, 23, 7]",0.592
8606,"[30, 15, 20, 29, 11]","[1, 18, 17, 21, 4]","[14, 3, 9, 7, 22, 19]",0.6946
8607,"[15, 30, 1, 8, 14]","[11, 20, 23, 4, 5]","[22, 19, 29, 25, 18, 9]",0.6344
8608,"[17, 7, 8, 23, 29]","[3, 13, 28, 6, 15]","[14, 26, 1, 20, 10, 30]",0.5488
8609,"[16, 23, 30, 21, 18]","[11, 1, 29, 22, 10]","[19, 14, 13, 28, 20, 26]",0.6492
8610,"[10, 8, 12, 19, 23]","[13, 15, 22, 4, 26]","[18, 7, 9, 21, 28, 3]",0.5882
8611,"[19, 26, 18, 22, 10]","[7, 17, 20, 2, 12]","[13, 5, 28, 9, 6, 3]",0.6097
8612,"[28, 17, 24, 2, 8]","[14, 15, 11, 1, 12]","[23, 13, 4, 27, 6, 25]",0.6031
8613,"[28, 5, 9, 6, 30]","[4, 21, 29, 11, 18]","[7, 22, 16, 1, 14, 24]",0.6332
8614,"[14, 25, 13, 20, 8]","[30, 11, 1, 6, 17]","[19, 16, 12, 15, 2, 22]",0.5772
8615,"[8, 1, 11, 21, 2]","[6, 17, 30, 23, 27]","[20, 13, 15, 5, 16, 28]",0.5393
8616,"[29, 18, 1, 25, 7]","[10, 2, 28, 14, 23]","[21, 26, 8, 15, 5, 6]",0.6902
8617,"[12, 8, 29, 28, 25]","[9, 17, 19, 20, 3]","[13, 26, 27, 15, 21, 30]",0.6166
8618,"[17, 20, 24, 29, 30]","[7, 9, 16, 2, 21]","[10, 11, 1, 14, 15, 26]",0.5959
8619,"[10, 16, 26, 8, 5]","[22, 7, 4, 3, 15]","[27, 21, 18, 17, 14, 9]",0.6467
8620,"[10, 21, 9, 8, 4]","[19, 25, 14, 1, 16]","[28, 18, 30, 29, 13, 12]",0.5318
8621,"[21, 8, 23, 13, 25]","[3, 6, 30, 19, 29]","[20, 18, 27, 11, 10, 1]",0.6146
8622,"[28, 29, 14, 15, 7]","[6, 12, 1, 18, 26]","[21, 10, 23, 9, 4, 11]",0.6648
8623,"[22, 3, 19, 9, 10]","[11, 21, 29, 1, 6]","[23, 15, 26, 24, 25, 12]",0.5623
8624,"[17, 24, 7, 16, 12]","[23, 18, 6, 28, 5]","[27, 26, 9, 11, 30, 3]",0.6975
8625,"[26, 23, 16, 4, 15]","[9, 18, 19, 24, 30]","[11, 21, 1, 13, 10, 12]",0.5987
8626,"[5, 7, 24, 29, 12]","[9, 14, 6, 21, 8]","[1, 3, 22, 23, 10, 16]",0.6437
8627,"[15, 13, 20, 22, 27]","[4, 30, 9, 1, 29]","[17, 23, 18, 21, 5, 6]",0.588
8628,"[21, 10, 11, 22, 23]","[27, 13, 1, 30, 19]","[8, 14, 20, 4, 5, 26]",0.6883
8629,"[15, 19, 30, 3, 24]","[10, 11, 2, 29, 21]","[25, 5, 4, 12, 28, 8]",0.5824
8630,"[12, 30, 25, 3, 17]","[4, 24, 16, 13, 1]","[9, 26, 11, 29, 18, 23]",0.6249
8631,"[5, 14, 7, 26, 6]","[2, 28, 29, 11, 4]","[17, 20, 12, 3, 18, 30]",0.6193
8632,"[26, 5, 9, 1, 23]","[7, 30, 16, 10, 14]","[24, 2, 8, 6, 19, 27]",0.6894
8633,"[3, 25, 19, 16, 6]","[23, 28, 21, 7, 4]","[20, 26, 2, 17, 22, 1]",0.5875
8634,"[3, 8, 11, 25, 9]","[10, 21, 2, 4, 1]","[17, 20, 19, 23, 15, 29]",0.5798
8635,"[28, 29, 9, 20, 11]","[30, 15, 12, 6, 27]","[23, 16, 10, 19, 13, 24]",0.6813
8636,"[2, 5, 12, 18, 9]","[24, 28, 1, 23, 11]","[14, 10, 22, 19, 21, 7]",0.5965
8637,"[29, 1, 2, 12, 28]","[8, 26, 4, 9, 13]","[17, 19, 25, 10, 30, 11]",0.62
8638,"[4, 7, 10, 2, 16]","[1, 11, 20, 13, 25]","[28, 18, 24, 15, 12, 22]",0.607
8639,"[2, 19, 5, 29, 14]","[16, 25, 11, 10, 24]","[30, 27, 4, 15, 26, 3]",0.6206
8640,"[5, 12, 14, 9, 21]","[25, 20, 28, 10, 18]","[16, 26, 7, 11, 19, 6]",0.6301
8641,"[27, 25, 6, 17, 20]","[8, 18, 2, 9, 5]","[16, 23, 26, 12, 13, 22]",0.6951
8642,"[13, 19, 26, 18, 15]","[14, 16, 7, 8, 10]","[30, 20, 4, 6, 1, 12]",0.7153
8643,"[6, 9, 3, 4, 1]","[28, 2, 10, 25, 12]","[30, 11, 17, 27, 7, 16]",0.5009
